Iup(max),[Trpn]max,"gb,Ca",gCaL,INaCa(max),"Ip,Ca(max)",[Cmdn]max,"tau,tr","Tref,a","TRPN50,a","nTm,a","nTRPN,a","kTRPN,a","rs,a","rw,a","Aeff,a","ku,a","beta1,a","beta0,a","gamma,s,a","gamma,w,a","phi,a","ca50,a","nu,a","mu,a"
0.00662732,0.0933563,0.0013784,0.156175,1565.73,0.184923,0.0494695,139.456,178.667,0.449958,6.62742,1.39044,0.116974,0.236714,0.3452,33.9319,1.24396,-2.34442,3.22328,0.00993913,0.721958,3.18231,0.747917,6.49207,5.0268
0.00525768,0.0756818,0.00143497,0.121058,1974.53,0.374063,0.0699367,173.493,106.676,0.395923,6.16098,2.59537,0.131192,0.198657,0.431773,21.5561,1.11249,-2.52462,2.17357,0.00980685,0.615773,2.17262,0.690501,9.26276,10.7344
0.00566404,0.0443036,0.000999746,0.139663,1554.08,0.285876,0.0622926,212.008,105.497,0.374949,5.95703,1.60438,0.0892397,0.306838,0.525264,35.2502,0.613762,-2.15761,2.30994,0.00630131,0.703041,1.88835,1.15338,6.24646,9.3234
0.00567526,0.0684264,0.00166414,0.13031,1212.48,0.239558,0.0389924,263.666,139.943,0.361953,5.85917,2.92727,0.146806,0.243898,0.395718,32.8023,0.769909,-2.40165,2.89823,0.00967331,0.86573,1.91045,1.0771,9.72698,6.00554
0.00696081,0.0841778,0.00123749,0.12221,2043.1,0.363568,0.0308447,125.04,103.699,0.239267,5.36333,2.92012,0.108465,0.34118,0.452216,27.5837,0.934322,-3.22813,3.38722,0.00859138,0.344834,2.86296,0.914896,4.1732,12.15
0.00747275,0.0990003,0.00119359,0.16229,2212.48,0.378538,0.0382482,123.932,172.388,0.301582,3.98393,1.67659,0.0566099,0.263678,0.585924,16.5425,0.823105,-3.47474,1.89021,0.00765687,0.83948,3.20824,1.2091,5.13265,12.4358
0.00515004,0.0703778,0.0010694,0.144464,2005.1,0.37007,0.0717724,262.511,170.495,0.426988,6.60231,2.44281,0.129514,0.358923,0.337204,20.6666,1.2288,-3.02666,3.38116,0.00972568,0.583318,2.09696,0.529192,4.65196,10.0569
0.00438493,0.0357107,0.00135623,0.154713,1953.74,0.370496,0.0640822,252.881,174.079,0.408546,6.16089,2.29246,0.114799,0.191277,0.416906,12.8202,0.858112,-1.56563,1.18451,0.00829479,0.640083,1.61946,0.852188,7.02648,13.45
0.00542686,0.0619411,0.00140577,0.102744,1782.36,0.224925,0.0424121,143.975,176.434,0.242487,6.0937,1.74981,0.146927,0.197158,0.749198,18.4529,0.605018,-2.06844,1.56842,0.0115024,0.711479,1.20485,1.28536,9.02451,9.05918
0.00381515,0.0420332,0.00143418,0.172563,1461.97,0.255002,0.0507526,265.467,82.7623,0.225598,5.0486,2.63815,0.124446,0.241767,0.487267,26.9974,0.77095,-3.50877,1.69732,0.0114768,0.529155,1.15057,1.00151,6.09045,7.6733
0.00672748,0.082496,0.00135764,0.121245,1343.82,0.248426,0.0277623,212.411,175.627,0.522695,5.25265,1.16805,0.0880388,0.252146,0.68929,14.5306,0.820925,-1.41604,2.05286,0.0123315,0.771538,1.54764,1.24977,6.07365,4.98062
0.00428585,0.0579761,0.00115439,0.156848,1591.92,0.281637,0.0463632,121.368,107.07,0.498172,2.54974,2.08367,0.145271,0.280051,0.484946,16.4137,0.743211,-2.11906,2.06956,0.0104622,0.479227,2.16746,1.23956,7.47577,11.6106
0.00349919,0.0447638,0.0015652,0.162941,1862.56,0.383479,0.0631109,155.872,169.314,0.37089,6.96863,2.93208,0.0584654,0.344625,0.26806,14.8681,1.24011,-3.45465,2.37403,0.00898938,0.610934,2.76428,0.723474,4.83907,8.81288
0.00714439,0.0876133,0.00159032,0.170933,1320.0,0.249556,0.0663317,246.76,77.4932,0.455898,4.34171,2.59249,0.0566387,0.234679,0.463082,34.1675,0.611714,-1.20985,2.41003,0.0101088,0.703371,1.89742,1.25835,3.78372,8.59003
0.00560681,0.0786519,0.00144834,0.176765,2251.82,0.312521,0.0458604,163.279,140.484,0.286203,4.14288,2.91018,0.0952285,0.271665,0.561341,30.5912,0.998069,-3.31394,1.72425,0.00872369,0.600742,2.2712,1.2779,6.51135,6.42427
0.00360387,0.0545709,0.00155402,0.109267,933.615,0.270932,0.0576741,260.916,164.037,0.40957,6.08145,1.16579,0.14145,0.269914,0.588963,29.051,0.866279,-1.39637,2.23072,0.00749536,0.804047,1.32544,0.857718,8.35354,8.53462
0.00556848,0.0824293,0.000920384,0.163732,878.069,0.22499,0.0304784,172.251,170.556,0.476124,5.73033,2.35952,0.0900073,0.290943,0.564938,20.8458,0.785388,-1.52478,2.05998,0.0049163,0.727318,1.69769,0.669903,4.36969,4.97751
0.00664237,0.0689602,0.00088578,0.155372,2175.04,0.148953,0.0263104,266.597,137.0,0.485243,6.34272,1.60705,0.128538,0.17477,0.257141,19.7994,0.526345,-2.89508,1.75029,0.00900617,0.769059,2.21332,1.2313,5.24606,7.37065
0.00484804,0.0960428,0.000890087,0.173338,1365.89,0.274169,0.0388207,97.0803,146.537,0.397208,6.29489,2.70534,0.142673,0.205139,0.538823,20.8866,0.702498,-2.05586,1.21166,0.00630265,0.898375,2.2023,0.482412,7.18967,12.3545
0.00401809,0.0574508,0.00125725,0.102497,1566.15,0.407102,0.0556912,142.698,146.317,0.45218,6.28252,2.52623,0.0950361,0.20198,0.291001,32.8088,1.02132,-2.77544,2.3836,0.00478216,0.416732,1.43452,0.813945,9.60177,7.9904
0.00697379,0.0802516,0.00115825,0.161164,2349.6,0.183981,0.0286431,161.113,106.702,0.372546,3.15288,1.84447,0.103183,0.255511,0.264735,16.1767,1.37679,-2.11555,1.45091,0.00866602,0.377299,1.21795,0.849052,6.49563,8.16444
0.00529413,0.0769847,0.00154056,0.168053,2160.81,0.334467,0.0319484,249.284,85.8974,0.429258,5.11455,1.21259,0.149188,0.203997,0.576514,25.88,1.35335,-2.6226,2.75919,0.00901673,0.701925,1.18205,0.922767,5.36805,12.658
0.0047709,0.0623654,0.00067981,0.174077,1249.78,0.290436,0.0502953,231.735,89.5107,0.336754,4.7109,2.45291,0.0977789,0.183306,0.378921,31.4702,0.512035,-3.35223,2.66346,0.00519677,0.576884,1.64796,0.763262,5.27518,9.73883
0.00429211,0.0735965,0.000947257,0.181507,1769.76,0.143226,0.0352809,116.053,77.7503,0.41113,3.16615,2.67073,0.133383,0.140883,0.591267,31.6576,0.999872,-1.65931,2.3982,0.00545621,0.439863,3.31838,0.898806,9.87711,5.28253
0.00650628,0.0895999,0.000830715,0.164234,1435.49,0.219517,0.0419118,91.2346,133.774,0.333552,2.86859,2.22286,0.126508,0.156491,0.560374,21.7107,1.47609,-1.43083,3.10746,0.0121173,0.761334,2.40783,0.799015,8.78361,13.4395
0.00631299,0.0868481,0.00130473,0.0882525,1480.15,0.238867,0.0589098,168.957,177.9,0.398387,4.56228,1.62835,0.136503,0.156736,0.307096,31.685,0.546434,-2.40667,2.99505,0.00970704,0.918739,1.14091,0.605446,7.7132,5.85327
0.00418691,0.0628251,0.00129502,0.122424,2132.18,0.233861,0.0635712,129.404,123.495,0.310426,5.33316,2.91555,0.0813429,0.310955,0.360409,19.5787,1.1905,-1.20668,1.81659,0.00669851,0.887836,2.90547,0.442764,4.46132,8.01151
0.00442042,0.062217,0.0015502,0.132491,1770.62,0.358544,0.0529885,253.508,145.291,0.241698,3.89913,2.17982,0.111109,0.264721,0.691229,24.0515,1.27229,-2.94819,3.11321,0.011134,0.339391,1.72365,1.05937,8.53419,6.82891
0.00630459,0.0699789,0.000906708,0.137896,937.187,0.299159,0.0543539,223.263,107.756,0.479723,4.88552,1.09533,0.126577,0.179131,0.686749,34.8621,1.08316,-3.32811,2.30879,0.0102734,0.400237,2.27697,0.809324,6.54693,11.5458
0.00715071,0.0735319,0.00149736,0.171502,2041.21,0.263036,0.0618846,92.0223,105.576,0.327573,3.13212,2.00682,0.136618,0.191995,0.345824,22.6605,0.980229,-2.21711,1.64606,0.0102507,0.537739,2.19273,0.725458,3.68879,11.0664
0.00624347,0.0755316,0.00100097,0.136589,2269.12,0.190962,0.043222,166.596,85.2261,0.315541,4.41502,1.9883,0.0575692,0.304188,0.467682,34.5468,1.02228,-1.47428,2.80293,0.00823117,0.459584,1.44757,1.16942,7.50113,4.69665
0.00268422,0.0373171,0.00114982,0.156121,2335.23,0.179671,0.0732471,130.575,174.339,0.286182,4.37187,1.76903,0.095553,0.309409,0.413027,18.3722,1.39004,-1.51565,1.65223,0.00778087,0.882255,2.63108,0.869572,6.22519,10.2792
0.00628003,0.0931785,0.00163148,0.175523,1982.42,0.263742,0.0524703,108.493,156.25,0.477665,7.18595,2.42267,0.136869,0.325134,0.442488,20.2874,0.527832,-1.356,2.23531,0.00452379,0.768411,1.70419,1.19634,6.44352,6.74707
0.00576177,0.0943144,0.00126068,0.10478,1713.2,0.173951,0.0488921,212.606,101.798,0.288857,3.03627,2.79999,0.110097,0.298716,0.462528,22.2828,0.86382,-2.30808,2.75425,0.00441493,0.809216,2.80394,0.943432,3.86133,4.81555
0.00519699,0.0524447,0.00142184,0.1101,1532.46,0.227928,0.0448252,178.269,93.8918,0.442186,6.50729,1.0584,0.118093,0.197491,0.586779,28.2866,1.37579,-1.37674,1.60459,0.00436909,0.834348,1.60702,1.02966,10.0515,6.20215
0.00465856,0.0366633,0.00106094,0.0753864,908.342,0.237685,0.0475935,256.255,76.6073,0.481239,5.94083,2.61646,0.117072,0.338387,0.368461,22.2463,0.895879,-3.37822,1.94155,0.00789527,0.833024,2.52565,0.539492,5.70229,6.48434
0.00465702,0.086386,0.000926519,0.157503,873.178,0.276765,0.0537768,118.309,109.519,0.496536,5.0381,2.21561,0.121739,0.324236,0.283767,20.6703,1.11845,-2.18877,2.99385,0.00743638,0.744101,1.11805,0.573776,9.07456,5.58627
0.00547805,0.0918212,0.00153806,0.154523,979.981,0.381118,0.0319618,96.4731,145.694,0.464235,3.55963,1.34033,0.133952,0.358775,0.597925,34.1235,0.572982,-1.20347,3.1271,0.007118,0.539452,1.26032,0.841284,10.4335,13.4039
0.00603068,0.0576616,0.000921443,0.145415,1479.76,0.147215,0.0699008,238.808,146.622,0.384682,6.14199,1.75149,0.116532,0.23178,0.494919,27.8958,1.40645,-2.50311,1.22761,0.00534562,0.719411,2.61952,0.906809,8.45231,8.20141
0.00530075,0.0752171,0.00101067,0.180775,2118.39,0.308194,0.0534748,143.924,72.3589,0.338395,7.47885,2.33481,0.101723,0.316643,0.644428,14.0574,1.26041,-1.25698,1.94419,0.00983138,0.383167,2.07779,0.995817,7.77064,9.6143
0.00328174,0.0489233,0.00122743,0.16653,1324.58,0.251593,0.0554365,255.483,84.4813,0.3019,5.94018,1.64029,0.1211,0.229478,0.410974,30.2086,1.15809,-3.55795,2.33865,0.010452,0.494698,2.36859,1.18353,7.80329,9.20276
0.00453586,0.0642747,0.00122773,0.161591,1880.73,0.179838,0.0337743,117.831,113.912,0.365023,5.748,1.89188,0.0694788,0.320415,0.263592,20.8556,0.941796,-1.95346,2.58648,0.00797496,0.366213,1.7424,0.518427,5.99309,8.30643
0.00493304,0.0824567,0.0015557,0.0853158,1358.43,0.28451,0.0490393,202.906,109.326,0.279456,5.85386,2.31706,0.141418,0.318783,0.54677,20.9512,1.39695,-1.22895,2.75048,0.00512635,0.524178,3.04143,1.14062,6.58599,7.33629
0.00643641,0.0949864,0.00155582,0.116415,2127.98,0.150609,0.0463764,129.873,175.153,0.231707,4.77245,2.84648,0.0580932,0.306939,0.294872,22.659,0.635473,-2.21774,1.87592,0.00953402,0.899967,2.9355,1.00784,4.41746,4.84548
0.00747267,0.0656257,0.000897131,0.111145,1186.68,0.288329,0.0380672,197.986,111.667,0.388804,5.46972,2.64107,0.0834042,0.231669,0.489212,16.8943,1.01442,-1.3732,2.34385,0.0105579,0.473173,2.75684,0.438672,10.345,5.9233
0.00264179,0.0452117,0.00143679,0.146757,1788.42,0.276461,0.0383658,192.299,105.392,0.417327,5.72986,2.40594,0.113744,0.275308,0.484007,25.2872,1.26575,-2.30455,2.3768,0.00818766,0.711933,2.58701,0.970639,9.11349,9.69994
0.00549386,0.0671721,0.00151013,0.147389,1830.17,0.325451,0.0684747,250.632,69.7774,0.323122,7.27268,1.75962,0.110287,0.252405,0.585048,34.864,1.49682,-1.92613,2.23896,0.00612478,0.740444,1.5624,0.626791,6.97788,9.95247
0.0044069,0.0669485,0.00149927,0.133451,2051.88,0.148179,0.0565208,106.732,137.343,0.400068,4.90473,1.54613,0.0791637,0.269121,0.69734,18.5714,1.41552,-3.24504,3.33834,0.0061112,0.670746,2.89649,0.86372,5.44695,5.76122
0.00704555,0.0957843,0.000570714,0.142146,1839.33,0.300464,0.069541,246.739,139.157,0.281077,6.70261,1.24499,0.104926,0.187363,0.339088,33.2686,0.509434,-1.37066,2.2338,0.00692479,0.441893,3.24074,0.994435,6.77944,13.218
0.00697329,0.095653,0.00161664,0.170991,1935.01,0.228149,0.0698275,142.951,135.371,0.266643,6.15333,2.08028,0.10852,0.201707,0.282366,31.4027,0.705404,-3.34098,2.48305,0.00520953,0.457522,2.53353,0.921624,9.45112,11.7789
0.00696811,0.065202,0.00111794,0.0974375,1286.34,0.225296,0.0690139,223.306,144.618,0.424079,3.19834,1.30376,0.136631,0.142957,0.567005,17.1327,0.691016,-3.41248,2.12159,0.0114432,0.586277,3.07116,1.12892,8.15725,13.4588
0.0058677,0.0628132,0.00147429,0.0833493,1592.96,0.311189,0.0710374,99.752,105.232,0.264192,4.27638,2.81942,0.0887234,0.301598,0.379867,25.2837,1.03156,-2.24233,1.50344,0.00748696,0.497426,1.55047,0.809309,10.269,12.5345
0.00658971,0.0774906,0.00123531,0.128915,1631.04,0.225322,0.0546924,116.726,105.852,0.402167,4.80508,2.08744,0.143161,0.15006,0.487673,33.3543,1.46319,-1.53567,3.31917,0.0104453,0.339533,1.75813,0.896314,7.5519,6.69507
0.0029204,0.0527983,0.00063639,0.180783,1715.21,0.254379,0.0647272,182.183,137.381,0.522131,2.51538,2.16255,0.147668,0.289466,0.533978,28.0302,1.11325,-2.40526,1.53413,0.0122698,0.368544,3.29373,0.613926,6.85226,10.4654
0.00558657,0.0824669,0.0016158,0.164634,1902.31,0.314888,0.0673807,165.712,168.316,0.405973,5.63862,2.1728,0.0649167,0.36289,0.525945,33.2312,1.03854,-3.37853,2.82934,0.00989815,0.911334,1.35213,1.28146,7.22878,5.64478
0.00693314,0.0877377,0.000756688,0.151866,1281.14,0.243498,0.0395704,202.983,155.046,0.446179,6.84943,1.5889,0.115858,0.207394,0.283951,26.3155,0.683592,-2.41366,3.13247,0.00473362,0.501137,1.52077,0.5942,5.21388,9.89531
0.00627169,0.0890758,0.00139911,0.0704078,1393.52,0.310988,0.0253958,126.401,154.901,0.320168,7.26046,1.97214,0.128354,0.157396,0.589588,19.8469,1.43041,-1.52894,2.86694,0.00699084,0.897539,2.67341,1.10727,7.17149,11.3406
0.00716377,0.0798253,0.00127354,0.12276,1011.43,0.358416,0.0354884,197.918,130.194,0.363824,7.26686,2.92195,0.0556048,0.364628,0.714625,12.6271,1.18688,-3.29913,2.75184,0.00651719,0.695716,2.88331,0.651712,6.43003,6.63905
0.00552265,0.0766247,0.00160454,0.167659,1959.68,0.274654,0.0487609,220.903,102.326,0.332568,3.12656,2.85365,0.144695,0.12502,0.637676,14.9176,0.54891,-2.13186,3.11726,0.0110436,0.635501,2.81941,1.25894,9.81905,10.8386
0.00329634,0.0593135,0.00124405,0.115951,1942.89,0.272641,0.0377327,207.67,110.683,0.334618,6.0081,2.31955,0.088545,0.350692,0.553445,13.4913,1.1486,-2.67496,2.2759,0.0125618,0.339271,2.75783,0.982175,4.23325,9.69771
0.00379533,0.0357821,0.00106885,0.127496,1835.85,0.320441,0.0704545,267.422,151.466,0.284644,4.55892,2.24285,0.10364,0.137582,0.45614,35.6362,1.03977,-1.76235,2.54741,0.00516479,0.415214,3.11105,0.544525,7.45971,6.15528
0.00566735,0.0792453,0.000892729,0.154935,2009.1,0.25016,0.0366264,249.472,85.5149,0.50953,5.81314,2.46735,0.117659,0.325312,0.708677,33.4752,1.33491,-1.8472,1.38997,0.00560933,0.659211,1.58415,0.913844,7.38692,7.85828
0.00286709,0.0422689,0.00117049,0.138476,1894.47,0.357092,0.0552326,252.586,136.008,0.459055,2.63749,2.9115,0.106988,0.270909,0.508671,13.23,1.1334,-1.53032,2.80935,0.0114078,0.531826,2.23204,0.956347,8.81886,10.4985
0.00534648,0.0870036,0.00148045,0.124655,1400.44,0.317865,0.0510761,207.896,66.1759,0.257733,5.49395,2.92797,0.140373,0.344116,0.556294,22.1908,0.704906,-1.46238,2.51298,0.00446753,0.374898,2.95514,1.09456,6.1964,5.90279
0.0057681,0.0697402,0.000922047,0.166627,1723.31,0.313599,0.0447405,242.81,77.7893,0.521904,6.37789,2.22788,0.140003,0.26235,0.692809,24.8422,0.593504,-1.38343,1.92962,0.0100382,0.749999,2.48824,0.709918,7.14151,4.70475
0.00542477,0.0911789,0.00163719,0.108721,1413.85,0.361724,0.0263685,258.54,77.1449,0.435297,5.54347,2.34485,0.12068,0.154039,0.354945,13.2378,1.30095,-1.80214,3.35571,0.0056957,0.636248,2.51602,0.971732,6.77848,9.16573
0.00449811,0.0714686,0.000870118,0.154672,1271.27,0.156286,0.0581468,138.497,175.192,0.399123,6.08219,1.40698,0.132709,0.289599,0.420078,14.5593,0.769837,-2.4101,1.51713,0.011362,0.822645,2.62415,0.828472,7.53987,13.0816
0.00575053,0.0767336,0.00163314,0.109519,2027.87,0.249838,0.0332957,251.833,157.013,0.459339,6.89566,2.24633,0.0577129,0.296963,0.368067,36.7608,0.685628,-1.55461,2.95149,0.00887966,0.436383,1.91671,1.21666,9.57931,12.5159
0.00303842,0.0530813,0.00101168,0.147417,2271.57,0.348291,0.067811,209.399,89.1599,0.335788,5.66637,1.02575,0.0545944,0.365492,0.39982,18.2838,0.777115,-1.26473,1.77144,0.00881003,0.413329,2.12241,1.20197,6.90117,11.2396
0.00551867,0.0398526,0.00156696,0.119766,1893.29,0.2526,0.070984,157.366,135.658,0.286606,5.01528,1.85381,0.0500406,0.286604,0.437814,19.5919,1.08856,-2.74467,2.26728,0.010295,0.611049,2.39984,1.26794,5.56558,5.50573
0.0042663,0.0640376,0.00152821,0.0815459,2236.83,0.250186,0.029794,237.641,140.515,0.204401,5.4767,1.86002,0.130162,0.297226,0.416124,33.9015,1.22875,-1.70446,3.25397,0.00698995,0.550531,1.9235,0.856948,7.80216,12.3828
0.00574683,0.0693686,0.000880262,0.158832,1081.17,0.404713,0.0689348,254.199,141.932,0.509417,4.25658,2.57865,0.147989,0.27503,0.711432,37.23,0.561362,-2.00663,2.66335,0.011302,0.562646,1.34713,0.871466,3.56087,12.4549
0.00406978,0.0699844,0.00149405,0.169724,2213.28,0.350456,0.0354642,172.879,127.085,0.224771,3.51133,1.8952,0.149146,0.261262,0.49998,32.9924,1.24798,-2.48512,2.78398,0.00825199,0.694137,2.92448,1.25271,10.2332,7.41787
0.00646095,0.0998441,0.000920535,0.094194,812.939,0.280569,0.0462448,261.166,78.926,0.325894,7.00368,1.76357,0.0602279,0.20233,0.346461,28.3816,1.1376,-2.14844,3.12428,0.00685964,0.818925,2.78355,1.2594,4.86701,12.8389
0.00649837,0.0855419,0.000955096,0.148526,1076.81,0.252878,0.0726496,162.258,171.879,0.339061,6.54108,1.42542,0.0847149,0.137265,0.387633,33.9799,1.23298,-2.95386,2.16187,0.00577316,0.496948,1.6212,0.948413,6.62625,6.66606
0.00592532,0.0864883,0.00161941,0.112369,2230.79,0.208399,0.0454112,261.884,142.596,0.404789,4.56532,2.97119,0.0612967,0.134474,0.730915,30.1486,1.11432,-2.99589,3.15153,0.0111228,0.811925,1.57988,0.827027,4.50599,13.2159
0.00667922,0.0772602,0.00117962,0.180695,1887.4,0.273835,0.0673076,190.371,142.409,0.501827,2.78721,1.61981,0.0639816,0.227713,0.538985,26.9238,1.34187,-2.59409,1.7812,0.00873491,0.322388,2.00196,0.79225,6.31719,12.7466
0.00340614,0.0394998,0.000917697,0.125493,1472.87,0.172944,0.058,119.862,178.302,0.480939,5.7166,2.33913,0.134188,0.336904,0.632375,21.2655,0.961728,-2.48182,3.14349,0.0119244,0.914569,1.89697,1.2145,10.407,11.1059
0.0046375,0.0807913,0.00133731,0.156708,1564.79,0.394437,0.0328758,257.242,173.385,0.316469,3.95223,1.7263,0.13291,0.309609,0.363268,25.4979,1.22306,-3.39466,2.44871,0.00591769,0.46806,2.06529,0.916202,9.50938,7.6951
0.00544339,0.0810998,0.00130872,0.183408,2364.48,0.249601,0.0514833,118.43,68.8396,0.382955,5.16852,2.22909,0.0805672,0.370724,0.581446,13.8484,1.18291,-3.24963,2.28279,0.00694947,0.701616,2.18366,0.67292,6.06974,7.56083
0.00561598,0.0602115,0.00144113,0.0773268,1031.71,0.261318,0.0529276,153.264,155.581,0.370596,7.28477,1.66429,0.115563,0.14597,0.730057,31.6007,0.908343,-3.24645,3.1003,0.0111469,0.477657,1.27815,0.77569,10.1796,6.13765
0.00663801,0.0662902,0.00155581,0.0912453,1307.23,0.376029,0.0362449,125.25,178.722,0.266766,2.79048,2.56549,0.0562095,0.311148,0.276627,30.7555,1.08983,-2.04415,3.2006,0.00831077,0.350357,2.15147,0.62249,6.0621,10.7197
0.00478957,0.0633786,0.000837101,0.166042,1566.06,0.280696,0.0423392,96.8159,66.472,0.274795,7.00682,2.26333,0.0926493,0.339178,0.426732,28.2458,1.40899,-2.98157,1.36724,0.00661507,0.364297,3.10707,0.9903,5.66542,6.72412
0.00660798,0.0671702,0.00083137,0.143488,972.746,0.257645,0.0556358,134.439,101.743,0.283487,7.45426,2.09794,0.13789,0.251496,0.333623,18.7627,1.33994,-1.91986,1.89445,0.00964646,0.84047,2.81929,1.09742,4.02024,7.94105
0.00682701,0.0683235,0.00132228,0.120093,1790.18,0.315739,0.0588562,113.614,135.542,0.242329,2.87476,1.49438,0.119179,0.204412,0.458292,19.041,0.762613,-3.28238,3.36332,0.00638608,0.873975,2.16208,1.25466,10.0044,6.84741
0.00449379,0.0575712,0.0015883,0.1192,837.836,0.257177,0.0704152,128.613,88.6473,0.356209,6.60781,2.79012,0.0837478,0.293856,0.655831,28.3226,0.704042,-2.33462,3.05268,0.0103945,0.458521,1.61998,1.22429,5.95615,8.23813
0.00553984,0.0930263,0.00157527,0.105925,948.12,0.218274,0.040382,203.064,84.9038,0.357376,6.50039,1.62352,0.0916223,0.254356,0.599247,21.0892,1.14318,-3.22363,1.52246,0.00611735,0.363644,2.7202,0.831645,8.7689,5.42769
0.00563843,0.0452087,0.00144729,0.100436,1733.48,0.394232,0.0452137,258.012,80.7746,0.409697,6.03746,2.98216,0.0649005,0.138393,0.289838,23.9484,1.02358,-2.62813,1.17302,0.00912517,0.874352,2.97088,1.15526,4.61312,6.24606
0.00304324,0.0524985,0.0015134,0.106641,1336.09,0.400464,0.0307698,140.897,80.5136,0.510968,3.15259,2.76071,0.13033,0.30619,0.58401,26.8841,0.930781,-1.91536,1.96762,0.0072097,0.404332,1.28936,0.49863,7.17804,7.26411
0.00321694,0.0522317,0.0014444,0.18248,1427.96,0.199768,0.0453925,154.103,169.547,0.348434,6.5822,2.88705,0.0735063,0.135524,0.590491,33.7434,1.45141,-3.29045,1.57062,0.0122341,0.396556,1.90976,0.729394,6.31959,5.31932
0.0068645,0.0743051,0.00150374,0.0706556,2305.48,0.169956,0.0648792,193.633,171.907,0.396944,2.80606,2.79775,0.140395,0.188211,0.318241,16.9229,1.10834,-3.45313,1.35881,0.00842126,0.804571,1.14315,0.63596,9.51054,5.21
0.00583954,0.0482926,0.00125243,0.153855,1898.67,0.401708,0.0706946,176.089,80.1813,0.263345,7.19207,2.64959,0.102057,0.200363,0.661097,31.8258,1.38355,-3.34901,1.89325,0.0110095,0.88681,2.05905,0.768994,9.66519,9.13005
0.00601523,0.0715426,0.00129966,0.103784,936.177,0.208612,0.039963,104.573,61.0245,0.347173,7.01687,2.94895,0.0571455,0.256999,0.640923,18.5871,0.913483,-3.5023,2.44966,0.00639239,0.354869,1.21995,0.778334,7.64439,7.59014
0.00630777,0.0811877,0.00126095,0.119076,2381.8,0.269095,0.0568823,159.678,109.191,0.325389,6.68236,1.85669,0.0519802,0.179757,0.473298,27.3437,0.604126,-2.38784,1.69149,0.0118363,0.335608,1.52963,0.789769,9.51149,12.4854
0.00333827,0.0399164,0.00079375,0.168257,1522.35,0.311389,0.0462644,155.638,103.431,0.441617,3.98665,1.72571,0.0607281,0.245902,0.369631,15.7564,1.00445,-1.35055,1.92302,0.00953107,0.491985,2.90752,1.25603,9.01474,6.89305
0.00491834,0.0751303,0.00164624,0.177773,2213.49,0.328293,0.0622888,93.9116,83.4276,0.270959,3.99035,2.40134,0.0902321,0.325176,0.691643,19.1259,1.19169,-3.55801,1.47339,0.00572327,0.869776,3.0127,0.990032,9.79283,11.4975
0.00638827,0.0820828,0.00113579,0.159635,1175.63,0.382685,0.0410296,124.453,142.49,0.226534,4.45571,2.49439,0.14916,0.162345,0.277792,17.0851,1.00073,-1.50919,1.49714,0.0104879,0.449532,1.84328,0.935538,8.54487,10.4178
0.00704651,0.0739207,0.000597517,0.182403,2156.54,0.296139,0.0350207,230.964,78.9499,0.413252,5.71135,1.61968,0.128497,0.368474,0.456914,32.4378,1.4861,-3.54725,3.34038,0.00717634,0.765592,3.29966,1.27561,8.86623,6.22192
0.00440672,0.055485,0.0013797,0.0932611,2086.12,0.175646,0.0355238,137.259,164.752,0.493397,3.4113,2.30565,0.110989,0.202756,0.671498,23.7341,0.64499,-2.45618,1.22103,0.0116397,0.879153,1.53786,0.521414,3.60962,6.92362
0.00388599,0.0413412,0.000587791,0.104075,1194.65,0.186534,0.0554295,257.014,79.7365,0.349071,7.1621,2.17845,0.067589,0.277028,0.26268,16.842,1.4327,-1.88105,2.82145,0.00766215,0.701203,1.79566,0.446051,7.85139,8.09516
0.00341605,0.0568243,0.000948165,0.164575,1134.58,0.391424,0.0410386,150.849,165.92,0.483254,4.01916,2.7278,0.109733,0.354977,0.498902,24.5763,1.18026,-3.08543,3.21501,0.00428114,0.827116,3.20228,1.26434,8.32171,11.818
0.00546435,0.0677961,0.0014508,0.130921,1691.2,0.382115,0.0634405,166.346,75.0178,0.467361,4.36315,2.27705,0.111231,0.147412,0.463552,24.9405,1.12981,-2.72828,1.54348,0.00535873,0.343757,1.66859,1.28939,7.31242,4.8592
0.00328753,0.0499837,0.00127813,0.16339,1419.31,0.258617,0.0293392,151.356,146.612,0.41106,4.50947,2.087,0.0742382,0.197141,0.424658,16.1038,1.35639,-1.89003,2.2204,0.0085644,0.535213,2.80054,1.218,4.81987,13.2475
0.00597994,0.0528848,0.00111867,0.0869918,1205.52,0.185738,0.0347146,221.852,173.279,0.384828,6.35414,2.9408,0.0661837,0.322824,0.609005,25.3617,1.04057,-1.99296,2.10802,0.00905438,0.395527,3.05164,0.462609,8.67091,7.44358
0.00467042,0.060784,0.00133199,0.142112,1666.43,0.203913,0.059954,192.895,121.258,0.490246,5.04708,1.13112,0.119987,0.22214,0.283929,31.5573,0.632962,-2.93315,3.00877,0.0086376,0.427341,2.84758,1.13008,5.35694,10.6805
0.00617988,0.0926995,0.00103138,0.10839,1846.74,0.246659,0.040802,251.247,136.945,0.458896,7.08689,1.66809,0.0981829,0.258128,0.302791,31.0482,1.01335,-2.76891,2.06583,0.01091,0.627702,2.83302,0.801463,5.33018,7.39288
0.00305531,0.0413389,0.00147546,0.103702,2061.21,0.380884,0.061836,186.286,102.497,0.315164,5.20363,2.43999,0.0648449,0.3726,0.295594,27.4552,1.30041,-2.98125,2.53841,0.00772999,0.86872,1.11805,1.13395,7.82645,7.26524
